ref,title,author,lastRunTime,totalVotes
ulyanovantonamaranta/birdclef-2026-gate-sedonly016,BirdCLEF+ 2026 Gate SedOnly016,Amaranta,2026-05-05 08:33:58.083000,1
ulyanovantonamaranta/birdclef-2026-gate-protocont020,BirdCLEF+ 2026 Gate ProtoCont020,Amaranta,2026-05-05 08:33:59.017000,1
cliff376/bc26-public-gate-fake006-v1,BC26 Public Gate Fake006 V1,cliff376,2026-05-05 14:18:17.683000,0
henryszy/bc2026-mattia-better-blend-v10,bc2026-mattia-better-blend-v10,Henryszy,2026-05-05 14:52:09.910000,0
cliff376/bc26-public-uday-mamba-v1,BC26 Public Uday Mamba V1,cliff376,2026-05-05 15:29:32.550000,1
kosuke123/birdclef-2026-mattia-hgnetv2-v3,BirdCLEF 2026 mattia + HGNetV2 v3,diet1236364,2026-05-05 23:54:42.693000,0
cliff376/bc26-public-gate-pc010-domain005-v1,BC26 Public Gate PC010 Domain005 V1,cliff376,2026-05-06 05:21:43.807000,1
wuwenmin/birdclef-2026-v25c-v22-sed-ours-weight-20,BirdCLEF 2026 v25c v22 SED ours weight 20,william.wu,2026-05-07 00:44:15.920000,0
ulyanovantonamaranta/birdclef-2026-gate-fake008-sed042,BirdCLEF+ 2026 Gate Fake008 SED042,Amaranta,2026-05-07 01:17:14.483000,1
henryszy/bc2026-ulyanov-better-blend-hgnet-v15,bc2026-ulyanov-better-blend-hgnet-v15,Henryszy,2026-05-07 07:32:45.757000,0
chaneyma/bc26-gate-baseline-replicate-v11,bc26 gate baseline replicate v11,Suda,2026-05-08 03:13:55.513000,0
chaneyma/bc26-gate-baseline-wb60-v7-25-v6-15,bc26 gate baseline wb60 v7 25 v6 15,Suda,2026-05-08 03:19:53.903000,0
ulyanovantonamaranta/birdclef-2026-uday-inputcond-e000-repro,BirdCLEF+ 2026 Uday InputCond E000 Repro,Amaranta,2026-05-08 06:33:24.637000,1
ulyanovantonamaranta/birdclef-2026-needless0946-public-rt005,BirdCLEF+ 2026 Needless0946 Public RT005,Amaranta,2026-05-08 07:40:45.230000,0
henryszy/bc2026-mattia-v10-hgnet-v20,bc2026-mattia-v10-hgnet-v20,Henryszy,2026-05-08 07:42:12.153000,1
chaneyma/bc26-gate-v12-sed-family,bc26 gate v12 sed family,Suda,2026-05-09 00:56:15.447000,0
henryszy/bc2026-ablation-hgnet-v23,bc2026 ablation hgnet v23,Henryszy,2026-05-09 05:58:53.960000,0
chaneyma/bc26-gate-v16-trainaudio-weak-probe,bc26 gate v16 trainaudio weak probe,Suda,2026-05-10 07:41:00.500000,0
xiyuetong/birdclef2026-ensemble-v4,birdclef2026 ensemble v4,xiyuetong,2026-05-13 14:39:17.693000,2
lucataco/bc26-raunak-birdnet4-live-sed-subm4-a010,BC26 Raunak BirdNET4 Live SED Subm4 A010,lucataco,2026-05-14 07:05:46.293000,0
junseonglee11/birdclef-2026-safar1-fork-tweak-f-only,BirdCLEF 2026 safar1 fork + Tweak F only,junseonglee11,2026-05-17 07:53:11.037000,0
ulyanovantonamaranta/birdclef-2026-onnx-sed-repro,BirdCLEF+ 2026 ONNX SED Repro,Amaranta,2026-05-03 03:15:47.047000,16
mikeychenn/birdclef-2026-better-blend-repro,BirdCLEF 2026 Better Blend Repro,YeyeChen,2026-05-03 12:53:41.937000,1
ulyanovantonamaranta/birdclef-2026-better-sed045,BirdCLEF+ 2026 Better SED045,Amaranta,2026-05-04 00:38:30.750000,2
cliff376/bc26-public-gate-fake008-v1,BC26 Public Gate Fake008 V1,cliff376,2026-05-05 13:53:36.850000,0
cliff376/bc26-public-konbu-train-audio-head-v1,BC26 Public Konbu Train Audio Head V1,cliff376,2026-05-05 14:59:11.620000,0
karnakbaevarthur/birdclef-2026-gate-fake008,BirdCLEF+ 2026 Gate Fake008,Karnakbayev Artur,2026-05-06 15:10:11.447000,1
henryszy/bc2026-mattia-safe-rescue-v16,bc2026-mattia-safe-rescue-v16,Henryszy,2026-05-08 03:30:31.030000,1
chaneyma/bc26-gate-baseline-wb50-v7-40-v6-10,bc26 gate baseline wb50 v7 40 v6 10,Suda,2026-05-08 03:19:54.953000,0
chaneyma/bc26-gate-baseline-xformer-mix7010-blend,bc26 gate baseline xformer mix7010 blend,Suda,2026-05-08 11:50:21.507000,0
henryszy/bc2026-mattia-v10-siteprior-v21,bc2026-mattia-v10-siteprior-v21,Henryszy,2026-05-09 04:20:54.620000,0
jojizhou/bc26-exp-300-v07-fakeonly-008,bc26-exp-300-v07-fakeonly-008,JojiZhou,2026-05-10 03:15:53.107000,1
praxel/birdclef-2026-kosuke-v15-hgnet,birdclef-2026 kosuke v15 hgnet,Praxel,2026-05-13 09:00:35.190000,1
chaneyma/bc26-gate-v19-hgnet-sidecar,bc26 gate v19 hgnet sidecar,Suda,2026-05-11 14:28:52.100000,0
wangdongyang/birdclef-2026-0-947-lb-public-pipeline-reproduced,BirdCLEF 2026 0.947 LB Public Pipeline Reproduced,WANG DONGYANG,2026-05-14 15:24:46.523000,0
wangdongyang/birdclef-2026-submit-cpu-p0-improved,BirdCLEF 2026 Submit CPU P0 Improved,WANG DONGYANG,2026-05-15 08:19:22.247000,0
mtoshidesu/0-937-birdclef-2026-true-end-to-end-pipeline,0.937　BirdCLEF 2026 — True End-to-End Pipeline,m-toshi desu,2026-05-05 13:53:12.647000,6
udaysonawane/birdclef2026-sed-v5-trio,birdclef2026-sed-v5-trio,Uday Sonawane,2026-05-03 00:46:57.190000,2
statisticallyinsane/bird26-wliilamsam-0943-with-train-audio-hea-998271,bird26-wliilamsam-0943-with-train-audio-hea 998271,minato,2026-05-07 09:00:20.300000,0
cliff376/bc26-public-gate-pc010-fake006-v1,BC26 Public Gate PC010 Fake006 V1,cliff376,2026-05-06 03:13:59.273000,3
wuwenmin/birdclef-2026-v06-gate-fake008-repro,BirdCLEF 2026 v06 gate-fake008 repro,william.wu,2026-05-06 09:50:53.747000,1
ulyanovantonamaranta/birdclef-2026-gate-fake008-cont012,BirdCLEF+ 2026 Gate Fake008 CONT012,Amaranta,2026-05-07 01:17:13.247000,1
ulyanovantonamaranta/birdclef-2026-gate-fake008-thr055,BirdCLEF+ 2026 Gate Fake008 THR055,Amaranta,2026-05-07 01:17:14.580000,2
jojizhou/birdclef-2026-200-our-sed5fold-v07-blend,birdclef-2026-200-our-sed5fold-v07-blend,JojiZhou,2026-05-08 08:09:58.707000,0
beicicc/birdclef2026-henry-hgnet-v20-20260508,birdclef2026 henry hgnet v20 20260508,Kun Zhang,2026-05-08 09:15:02.803000,1
chaneyma/bc26-gate-v20-hgnet-sidecar-rank05,bc26 gate v20 hgnet sidecar rank05,Suda,2026-05-11 14:46:53.697000,0
youssefmo942009/edits-on-birdclef-protossm-efficientnet-sed,Edits on : BirdCLEF ProtoSSM + EfficientNet SED,youssef abukhalifa,2026-05-01 00:28:41.120000,134
yuki16/bird-clef2026-baseline-perch-protossm-sed30-blend,Bird_CLEF2026_baseline_perch_protossm_sed30_blend,yuki16,2026-05-06 09:16:35.767000,6
henryszy/bc2026-yuyajk-0943-v11,bc2026-yuyajk-0943-v11,Henryszy,2026-05-06 06:33:14.930000,0
ulyanovantonamaranta/birdclef-2026-gate-fake008-sed038,BirdCLEF+ 2026 Gate Fake008 SED038,Amaranta,2026-05-07 01:17:15.147000,1
henryszy/bc2026-ulyanov-gate-fake-head-v14,bc2026-ulyanov-gate-fake-head-v14,Henryszy,2026-05-07 07:13:26.167000,0
wangdongyang/birdclef-2026-effnet-b0-cpu,BirdCLEF 2026 EffNet B0 CPU,WANG DONGYANG,2026-05-12 11:23:51.297000,0
henryszy/bc2026-raunak0946-negdelta-v59,bc2026 raunak0946 negdelta v59,Henryszy,2026-05-15 02:32:06.673000,1
yuyajk/birdclef-2026-0-943-onnx-perch-sequence-sed-submit,BirdCLEF 2026 0.943 ONNX Perch Sequence SED Submit,Yuyajk,2026-05-02 11:54:34.627000,0
ulyanovantonamaranta/birdclef-2026-better-sed030,BirdCLEF+ 2026 Better SED030,Amaranta,2026-05-04 00:56:02.020000,1
amanatar/birdclef26-taxon-fusion-pro,BirdCLEF26-Taxon-Fusion-Pro,Aman Atar,2026-05-11 10:09:13.967000,4
udaysonawane/mamba,Mamba,Uday Sonawane,2026-05-02 04:18:28.243000,3
ulyanovantonamaranta/birdclef-2026-combo-fake008-pc010,BirdCLEF+ 2026 Combo Fake008 PC010,Amaranta,2026-05-05 14:37:49.043000,0
takamaruex/birdclef26-nb020-public-protossm-sed,BirdCLEF26 NB020 Public ProtoSSM SED,TakamaruEX,2026-05-01 07:34:30.093000,29
udaysonawane/birdclef-multi-head-protossm-efficientnet,BirdCLEF Multi-Head ProtoSSM + EfficientNet,Uday Sonawane,2026-05-02 03:54:01.430000,2
svanikkolli/birdclef-protossm-efficientnet-sed-all-public,BirdCLEF ProtoSSM + EfficientNet SED (All Public),Svanik Kolli,2026-05-01 21:25:59.297000,1
ulyanovantonamaranta/birdclef-2026-all-public-repro,BirdCLEF+ 2026 All Public Repro,Amaranta,2026-05-03 08:41:21.450000,1
ulyanovantonamaranta/birdclef-2026-combo-f008-pc010-sed035,BirdCLEF+ 2026 Combo F008 PC010 SED035,Amaranta,2026-05-05 14:37:57.457000,0
chaneyma/bc26-gate-v29-logits-residual-integrated-w030,bc26 gate v29 logits residual integrated w030,Suda,2026-05-13 01:21:22.947000,0
franksunp/birdclef-2026-5-branch-ensemble-v2,BirdCLEF 2026 5-Branch Ensemble V2,fsun,2026-05-16 04:13:46.443000,0
henryszy/bc2026-raunak0946-focal-v58,bc2026 raunak0946 focal v58,Henryszy,2026-05-14 16:57:59.703000,1
ldausl/birdclef-2026,BirdCLEF+ 2026,Muhammad Firdaus,2026-05-01 10:20:39.667000,31
mattiaangeli/birdclef-protossm-efficientnet-sed-all-public,BirdCLEF ProtoSSM + EfficientNet SED (All Public),Mattia Angeli,2026-05-01 09:21:56.257000,63
chaneyma/bc26-gate-v10-mm-original,bc26 gate v10 mm original,Suda,2026-05-07 23:17:27.670000,0
needless090/birdclef-2026-iter-pseudo-perch-sed-lb-0-934-s,BirdCLEF+ 2026 Iter-Pseudo Perch+SED LB 0.934 s,没落者,2026-04-21 11:18:14.867000,221
gerarddevlin/birdclef-2026-finetuned,BirdCLEF+ 2026 Finetuned,Gerard Devlin,2026-04-26 09:47:14.637000,69
mtoshidesu/0-934-birdclef-2026-clean-visual-pipeline,0.934　BirdCLEF 2026 — Clean Visual Pipeline ,m-toshi desu,2026-05-06 01:47:16.023000,10
marynaborovska/birdclef-26-two-pass-ssm-advanced-pp,BirdCLEF+ 26 | Two-Pass SSM + Advanced PP,Maryna Borovska,2026-04-29 14:44:40.597000,353
chaneyma/birdclef-2026-gate-artifact-v9-all66-synth-safe,birdclef 2026 gate artifact v9 all66 synth safe,Suda,2026-05-07 14:19:43.253000,0
mtoshidesu/0-932-test-mod-version-4,0.932　test mod version 4,m-toshi desu,2026-04-26 14:00:05.153000,135
chesteryuan/patience-bro,Patience_Bro,BNBU Anpeng Yuan,2026-04-21 01:31:33.340000,9
youssefmo942009/version-4,version 4,youssef abukhalifa,2026-04-24 12:03:12.467000,9
yuriygreben/birdclef-26-onnx-perch-dual-ssms-vectorized-mlp,BirdCLEF+ 26 | ONNX Perch Dual SSMs Vectorized-MLP,Yuriy Greben,2026-04-25 19:05:46.203000,84
youssefmo942009/birdclef-26-onnx-perch-dual-ssms-vectorized-mlp,BirdCLEF+ 26 | ONNX Perch Dual SSMs Vectorized-MLP,youssef abukhalifa,2026-04-26 04:11:20.440000,8
edomingo/sub-080-yuriy-dualssm,SUB 080 Yuriy DualSSM,Enric Domingo,2026-04-29 13:42:16.750000,53
dingjiarun/pantanal-distill-birdclef2026-onnx,pantanal-distill-birdclef2026-ONNX,Xie Xin,2026-04-12 10:40:13.400000,718
mlnjsh/birdclef2026-perch-v75,BirdCLEF2026 Perch v75,MilanJoshi,2026-04-02 15:44:47.560000,126
mlnjsh/birdclef2026-perch-v77,BirdCLEF2026 Perch v77,MilanJoshi,2026-04-02 15:54:57.047000,60
gerarddevlin/birdclef-2026-note,BirdCLEF+ 2026 note,Gerard Devlin,2026-04-22 15:11:13.757000,4
amlear/sub-080-yuriy-dualssm,SUB 080 Yuriy DualSSM,AmLear,2026-04-29 21:22:09.073000,2
yaroslavkholmirzayev/protossm-v18-maximum-ensemble-artifact,ProtoSSM v18: Maximum Ensemble & artifact,Yaroslav kholmirzayev,2026-03-28 21:56:28.943000,123
yuriygreben/birdclef-26-protossm-mlp-ensemble-perch-v2,BirdCLEF+ 26 | ProtoSSM + MLP Ensemble | Perch v2,Yuriy Greben,2026-04-05 09:00:20.050000,173
mlnjsh/birdclef2026-perch-v76,BirdCLEF2026 Perch v76,MilanJoshi,2026-04-02 15:45:37.243000,6
mlnjsh/birdclef2026-perch-v78,BirdCLEF2026 Perch v78,MilanJoshi,2026-04-02 15:55:33.083000,8
yusufmurtaza01/birdclef-2026,birdclef | 2026,Yusuf Murtaza,2026-04-17 05:09:59.217000,80
miaaaf/v18x-dmodel,v18x-dmodel,Miaaa F,2026-04-12 09:33:39.450000,81
wslllll/pantanal-distill-birdclef2026-v18x-d384-nl5-tta3,pantanal-distill-birdclef2026-v18x-d384-nl5-tta3,wslllll,2026-04-13 06:56:14.320000,12
miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-50ep,pantanal-distill-birdclef2026-miaaaf-d384-50ep,Miaaa F,2026-04-13 07:22:41.300000,8
shijian123456/pantanal-distill-birdclef2026-shijian-d384-v1,pantanal-distill-birdclef2026-shijian-d384-v1,shijian123456,2026-04-13 11:13:02.563000,31
shengguangzhou/birdclef-2026-wslllll-v18x-d384-nl5-tta3-fork,birdclef-2026-wslllll-v18x-d384-nl5-tta3-fork,Shengguang Zhou,2026-04-13 12:49:18.897000,3
shengguangzhou/birdclef-2026-miaaaf-d384-tta3-fork,birdclef-2026-miaaaf-d384-tta3-fork,Shengguang Zhou,2026-04-13 13:57:55.667000,4
youssefmo942009/version-3-lgbm,Version 3 lgbm,youssef abukhalifa,2026-04-19 13:21:14.950000,68
wslllll/v6-ensemble,v6_ensemble,wslllll,2026-04-15 06:50:37.963000,9
shijian123456/v8-stopgradient-v2-shijian,v8-stopgradient-v2-shijian,shijian123456,2026-04-15 13:19:41.953000,3
shijian123456/v10-extended-tta-shijian,v10-extended-tta-shijian,shijian123456,2026-04-15 13:19:47.897000,7
shijian123456/v11-lower-temperature-shijian,v11-lower-temperature-shijian,shijian123456,2026-04-15 13:19:49.853000,8
shijian123456/v12-residual-boost-shijian,v12-residual-boost-shijian,shijian123456,2026-04-15 13:19:52.520000,3
miaaaf/m23-stopgrad-delta-smooth-miaaaf,m23-stopgrad-delta-smooth-miaaaf,Miaaa F,2026-04-16 02:42:18.017000,5
miaaaf/m24-stopgrad-rank-thresh-miaaaf,m24-stopgrad-rank-thresh-miaaaf,Miaaa F,2026-04-16 03:13:30.760000,1
miaaaf/m26b-stopgrad-prior-tuned,m26b-stopgrad-prior-tuned,Miaaa F,2026-04-16 02:48:33.880000,5
miaaaf/m27b-stopgrad-strong-distill,m27b-stopgrad-strong-distill,Miaaa F,2026-04-16 02:48:45.960000,31
wslllll/w01-all-best-params,w01-all-best-params,wslllll,2026-04-16 07:02:45.970000,3
wslllll/w04-strong-distill,w04-strong-distill,wslllll,2026-04-16 07:02:57.297000,6
shijian123456/w06-multi-seed-shijian,w06-multi-seed-shijian,shijian123456,2026-04-16 09:24:52.840000,1
shijian123456/w10-multiseed-distill-shijian,w10-multiseed-distill-shijian,shijian123456,2026-04-16 09:25:25.347000,1
miaaaf/w11-oof-framework-miaaaf,w11-oof-framework-miaaaf,Miaaa F,2026-04-17 03:04:00.470000,18
miaaaf/w13-temp-tuning-miaaaf,w13-temp-tuning-miaaaf,Miaaa F,2026-04-17 05:11:17.270000,3
miaaaf/w14-residual-tweak-miaaaf,w14-residual-tweak-miaaaf,Miaaa F,2026-04-17 05:11:35.020000,7
yaroslavkholmirzayev/pantanal-onnx-fast-noalign,Pantanal ONNX fast-noalign,Yaroslav kholmirzayev,2026-04-18 12:53:12.503000,12
mtoshidesu/test-0-929-mod-w11-oof-framework-miaaaf,test-0.929 mod w11-oof-framework-miaaaf,m-toshi desu,2026-04-22 14:52:38.757000,36
skidive/birdclef-2026-onnx-perch-sequence-model-302597,BirdCLEF 2026 — ONNX Perch + Sequence Model 302597,Cat D,2026-04-20 08:57:10.773000,40
henryszy/bc2026-two-pass-ssm-v5,bc2026-two-pass-ssm-v5,Henryszy,2026-04-29 16:21:50.630000,1
ferukk/birdclef2026-protossm-sed-improved,birdclef2026-protossm-sed-improved,Gabriel,2026-05-01 19:50:15.723000,0
henryszy/bc2026-sheng-v18x-only-v19,bc2026-sheng-v18x-only-v19,Henryszy,2026-05-08 05:57:58.810000,1
adarsh5harma/birdclef-2026-v53-svanik-fusion,BirdCLEF 2026 v53 svanik fusion,Adarsh Sharma,2026-05-16 02:59:23.780000,0
amulopapa67/bc26-yous-sedheavy-w090-20260517,bc26 yous sedheavy w090 20260517,amulopapa67,2026-05-17 13:03:42.790000,1
lingyu07/0-928-perch-yamnet-fast-blend,0.928|Perch + YAMNet Fast Blend,lingyu07,2026-04-09 16:49:16.803000,17
yusufmurtaza01/pantanal-distill-birdclef2026-improvement,pantanal-distill-birdclef2026-Improvement,Yusuf Murtaza,2026-04-19 05:03:43.107000,400
koushikrudra/0-928-winner-position,[0.928]Winner Position ,Koushik Rudra,2026-04-06 23:47:35.403000,96
hideyukizushi/bird26-reproduce-perch-protossm-resssm-inf-train,Bird26|REPRODUCE|Perch+ProtoSSM+ResSSM|INF/TRAIN,yukiZ,2026-04-06 10:01:53.963000,241
miaaaf/pantanal-distill-birdclef2026-v18x-delta25-a48,pantanal-distill-birdclef2026-v18x-delta25-a48,Miaaa F,2026-04-08 13:46:47.537000,18
miaaaf/pantanal-distill-birdclef2026-v18x-alpha48,pantanal-distill-birdclef2026-v18x-alpha48,Miaaa F,2026-04-07 07:53:15.797000,1
jackcerion/bird-infer-dir-one,bird-infer-dir-one,Jack Cerion,2026-04-08 08:01:15.407000,2
miaaaf/pantanal-distill-birdclef2026-v18x-delta,pantanal-distill-birdclef2026-v18x-delta,Miaaa F,2026-04-08 11:59:18.610000,6
miaaaf/pantanal-distill-birdclef2026-v18x-alpha49,pantanal-distill-birdclef2026-v18x-alpha49,Miaaa F,2026-04-09 14:31:53.977000,5
mtoshidesu/0-928-bird26-reproduce-perch-protossm-resssm,[0.928]Bird26|REPRODUCE|Perch+ProtoSSM+ResSSM|,m-toshi desu,2026-04-25 11:28:36.553000,12
wslllll/pantanal-distill-birdclef2026-wslll-d384d48,pantanal-distill-birdclef2026-wslll-d384d48,wslllll,2026-04-10 09:38:25.793000,2
wslllll/pantanal-distill-birdclef2026-wslll-d384ld,pantanal-distill-birdclef2026-wslll-d384ld,wslllll,2026-04-12 10:38:31.060000,2
wslllll/pantanal-distill-birdclef2026-wslll-d384a48,pantanal-distill-birdclef2026-wslll-d384a48,wslllll,2026-04-12 10:37:47.427000,1
miaaaf/pantanal-distill-birdclef2026-miaaaf-d384ld10,pantanal-distill-birdclef2026-miaaaf-d384ld10,Miaaa F,2026-04-10 09:41:05.993000,1
miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-do008,pantanal-distill-birdclef2026-miaaaf-d384-do008,Miaaa F,2026-04-10 11:44:29.717000,2
miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-do006,pantanal-distill-birdclef2026-miaaaf-d384-do006,Miaaa F,2026-04-10 11:44:32.787000,2
miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-ds24,pantanal-distill-birdclef2026-miaaaf-d384-ds24,Miaaa F,2026-04-10 11:44:35.287000,2
miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-rank03,pantanal-distill-birdclef2026-miaaaf-d384-rank03,Miaaa F,2026-04-10 11:44:38.187000,2
wslllll/pantanal-distill-birdclef2026-wslll-d384-do08-nl5,pantanal-distill-birdclef2026-wslll-d384-do08-nl5,wslllll,2026-04-12 10:37:54.827000,5
wslllll/pantanal-distill-birdclef2026-wslll-d384-do10-nl5,pantanal-distill-birdclef2026-wslll-d384-do10-nl5,wslllll,2026-04-12 10:38:11.913000,3
wslllll/pantanal-distill-birdclef2026-wslll-d384-do08-ds48,pantanal-distill-birdclef2026-wslll-d384-do08-ds48,wslllll,2026-04-12 10:38:48.210000,1
wslllll/pantanal-distill-birdclef2026-wslll-d384-do08-rp03,pantanal-distill-birdclef2026-wslll-d384-do08-rp03,wslllll,2026-04-10 11:47:22.887000,1
miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-ds48,pantanal-distill-birdclef2026-miaaaf-d384-ds48,Miaaa F,2026-04-12 09:33:36.420000,2
miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-do13,pantanal-distill-birdclef2026-miaaaf-d384-do13,Miaaa F,2026-04-12 09:33:38.347000,2
wslllll/pantanal-distill-birdclef2026-exp-a,pantanal-distill-birdclef2026-exp-a,wslllll,2026-04-12 14:28:17.647000,0
wslllll/pantanal-distill-birdclef2026-exp-b,pantanal-distill-birdclef2026-exp-b,wslllll,2026-04-12 14:29:18.447000,0
wslllll/pantanal-distill-birdclef2026-exp-d,pantanal-distill-birdclef2026-exp-d,wslllll,2026-04-12 14:29:24.377000,0
wslllll/pantanal-distill-birdclef2026-exp-e,pantanal-distill-birdclef2026-exp-e,wslllll,2026-04-12 14:29:28.163000,2
wslllll/pantanal-distill-birdclef2026-v18x-d384-nl5,pantanal-distill-birdclef2026-v18x-d384-nl5,wslllll,2026-04-13 01:43:32.937000,1
miaaaf/pantanal-distill-birdclef2026-miaaaf-d384-ds16,pantanal-distill-birdclef2026-miaaaf-d384-ds16,Miaaa F,2026-04-13 09:28:05.807000,0
shengguangzhou/birdclef-2026-miaaaf-v18x-dmodel-fork,birdclef-2026-miaaaf-v18x-dmodel-fork,Shengguang Zhou,2026-04-13 13:24:00.697000,1
shijian123456/pantanal-distill-birdclef2026-v1-d320-nl4,pantanal-distill-birdclef2026-v1-d320-nl4,shijian123456,2026-04-13 14:32:38.767000,0
shijian123456/pantanal-distill-birdclef2026-v3-rank-power,pantanal-distill-birdclef2026-v3-rank-power,shijian123456,2026-04-13 14:32:19.980000,0
shijian123456/pantanal-distill-birdclef2026-v4-delta-alpha,pantanal-distill-birdclef2026-v4-delta-alpha,shijian123456,2026-04-13 14:32:26.813000,0
shijian123456/pantanal-distill-birdclef2026-v5-d448,pantanal-distill-birdclef2026-v5-d448,shijian123456,2026-04-14 03:13:22.640000,1
shijian123456/pantanal-distill-birdclef2026-v5-lgbm,pantanal-distill-birdclef2026-v5-lgbm,shijian123456,2026-04-14 03:13:28.087000,1
shijian123456/pantanal-distill-birdclef2026-v5-isotonic,pantanal-distill-birdclef2026-v5-isotonic,shijian123456,2026-04-14 04:00:11.127000,0
wslllll/wslll-distill-birdclef2026-v1-d320-nl4,wslll-distill-birdclef2026-v1-d320-nl4,wslllll,2026-04-14 07:19:52.740000,0
wslllll/wslll-distill-birdclef2026-v3-rank-power,wslll-distill-birdclef2026-v3-rank-power,wslllll,2026-04-14 07:19:59.327000,0
wslllll/wslll-distill-birdclef2026-v4-delta-alpha,wslll-distill-birdclef2026-v4-delta-alpha,wslllll,2026-04-14 07:20:02.397000,0
wslllll/pantanal-distill-birdclef2026-v5isotonic-wslll,pantanal-distill-birdclef2026-v5isotonic-wslll,wslllll,2026-04-14 07:20:30.417000,0
miaaaf/pantanal-distill-birdclef2026-miaaaf-v1-d320-nl4,pantanal-distill-birdclef2026-miaaaf-v1-d320-nl4,Miaaa F,2026-04-14 09:59:53.997000,0
miaaaf/pantanal-distill-birdclef2026-miaaaf-v4-dalpha,pantanal-distill-birdclef2026-miaaaf-v4-dalpha,Miaaa F,2026-04-14 10:01:02.810000,0
wslllll/v6-d448,v6_d448,wslllll,2026-04-15 06:50:22.637000,1
wslllll/v6-deeper,v6_deeper,wslllll,2026-04-15 06:50:31.387000,1
wslllll/v6-temp,v6_temp,wslllll,2026-04-15 06:50:43.723000,2
wslllll/v6-post,v6_post,wslllll,2026-04-15 06:50:49.757000,3
marynaborovska/birdclef-26-protossm-inference-0-928-lb,BirdCLEF+ 26 | ProtoSSM Inference [0.928+ LB],Maryna Borovska,2026-04-17 13:43:28.793000,11
goodjm0698/notebooke74b2531b4,notebooke74b2531b4,goodjm0698,2026-04-18 07:15:55.243000,1
wslllll/w02-cutmix-strong,w02-cutmix-strong,wslllll,2026-04-16 07:02:49.977000,2
wslllll/w03-lower-temp,w03-lower-temp,wslllll,2026-04-16 07:02:53.780000,2
shijian123456/w08-no-residual-shijian,w08-no-residual-shijian,shijian123456,2026-04-16 09:25:04.767000,0
shijian123456/w09-yusuf-params-shijian,w09-yusuf-params-shijian,shijian123456,2026-04-16 09:25:18.127000,0
matrixamp/birdclef2026-keepimproving-fork,BirdCLEF2026 KeepImproving Fork,Mohammad Fateminia,2026-04-19 04:44:04.507000,4
jinyichen888/birdclef2026-wslllll-exp-e-v1,BirdCLEF2026 wslllll exp-e v1,Jin Yichen,2026-04-18 16:47:19.797000,0
matrixamp/birdclef2026-twopass-ssm-fork,BirdCLEF2026 TwoPass SSM Fork,Mohammad Fateminia,2026-04-21 04:40:44.990000,0
matrixamp/birdclef2026-yukiz-sonotype-mirroring,BirdCLEF2026 yukiZ + Sonotype Mirroring,Mohammad Fateminia,2026-04-21 04:41:46.697000,0
mtoshidesu/74-18-931-720-fd8f62,74-18-931 (720) fd8f62,m-toshi desu,2026-04-29 16:21:58.640000,0
bariarituratibhai/pantanal-distill-birdclef2026-improvement,pantanal-distill-birdclef2026-Improvement,Ritu bu,2026-05-02 11:51:11.697000,1
franksunp/birdclef-2026-v3-proto-heavy,BirdCLEF 2026 V3 Proto Heavy,fsun,2026-05-16 04:31:18.667000,0
franksunp/birdclef-2026-v3-sed-heavy,BirdCLEF 2026 V3 SED Heavy,fsun,2026-05-16 04:32:01.580000,0
franksunp/birdclef-2026-5-branch-v4-tta-fix,BirdCLEF 2026 5-Branch V4 TTA Fix,fsun,2026-05-16 05:52:12.150000,0
pradeeshrajan/pantanal-distill-birdclef2026-improvement,pantanal-distill-birdclef2026-Improvement,Pradeesh Rajan,2026-04-16 08:36:17.200000,134
yuriygreben/birdclef-26-protossm-v5-time-optimised,BirdCLEF+ 26 | ProtoSSM v5 | Time Optimised ,Yuriy Greben,2026-04-15 19:33:23.300000,73
jiweiliu/pantanal-distill-birdclef2026-improvement,pantanal-distill-birdclef2026-Improvement,Jiwei Liu,2026-03-31 16:35:19.700000,60
chiranjithdharma/pantanal-distill-birdclef2026-improvement-2fcbfd,pantanal-distill-birdclef2026-Improvement 2fcbfd,Chiranjith,2026-03-28 10:15:17.623000,13
marynaborovska/birdclef-26-protossm-v5-resboosting-0-927-lb,BirdCLEF+26 | ProtoSSM v5 + ResBoosting[0.927+ LB],Maryna Borovska,2026-04-06 16:10:28.187000,48
miaaaf/pantanal-distill-birdclef2026-v18-res35,pantanal-distill-birdclef2026-v18-res35,Miaaa F,2026-04-05 14:06:04.477000,5
miaaaf/pantanal-distill-birdclef2026-v18y,pantanal-distill-birdclef2026-v18y,Miaaa F,2026-04-10 02:28:56.357000,2
miaaaf/pantanal-distill-birdclef2026-v18-res0,pantanal-distill-birdclef2026-v18-res0,Miaaa F,2026-04-07 03:52:32.327000,2
miaaaf/pantanal-distill-birdclef2026-v18x-alpha55,pantanal-distill-birdclef2026-v18x-alpha55,Miaaa F,2026-04-07 05:51:00.883000,14
miaaaf/birdclef-2026-m4-fast,birdclef-2026-m4-fast,Miaaa F,2026-04-07 23:16:48.177000,5
