users,best_score,best_rank,n_teams
thedavis,0.943,1174,1
thedrcat,0.943,1195,1
theemok,0.825,2678,1
theflashylucario,0.928,1592,1
thegrey,0.947,573,1
theolange,0.835,2636,1
theomainetucker,0.75,3003,1
thequantumfalcon,0.71,3111,1
theunforgiven7,0.928,1573,1
thiagonoma,0.944,977,1
thilaksv,0.831,2653,1
thimirajayasekara,0.648,3205,1
thkiming,0.616,3242,1
thnhhunhxun,0.723,3074,1
thomasbetton,0.498,3561,1
thomasg22202020,0.918,2003,1
thomashelsen,0.854,2537,1
thomaszyxu,0.946,754,1
thrashl,0.899,2281,1
thriphenrxo,0.947,664,1
thunderthunder,0.85,2560,1
thunthinthi,0.928,1560,1
thzhugucciho,0.901,2253,1
tiagomonteiro2,0.633,3223,1
tiagovalaski,0.93,1463,1
tianchenchao,0.505,3366,1
tianhengqiu,0.928,1565,1
tianlemei,0.942,1240,1
tianmingwang1,0.505,3365,1
tiantanghuaxiao,0.927,1714,1
tianyunhuu,0.5,3466,1
tianzec,0.947,556,1
tiatariene,0.895,2309,1
tickflag,0.946,853,1
tijmenrmwesteneng,0.825,2678,1
tikutiku,0.946,683,1
timekeeperru,0.917,2012,1
timjanssenru,0.904,2224,1
timmyt95,0.76,2974,1
timneel,0.905,2211,1
timothylovett,0.931,1445,1
timovanderstraaten,0.917,2007,1
timrachlin,0.918,2002,1
tims457,0.813,2756,1
timvdp314,0.907,2182,1
tinpibo12,0.815,2743,1
titericz,0.944,1032,1
tivfrvqhs5,0.888,2366,1
tiwanari,0.854,2541,1
tjrhyun,0.92,1963,1
tk26008797,0.647,3206,1
tm07ioo3,0.922,1903,1
tngmb08,0.691,3141,1
tniyomkarn,0.831,2654,1
tochukwuumunnakwe,0.723,3076,1
toda1107,0.947,486,1
today55,0.948,190,1
tokisakikurumi523,0.946,773,1
tokkiwa,0.928,1624,1
tokutoku00000,0.948,390,1
tom99763,0.955,13,1
tomdanielgrande,0.927,1677,1
tomfouquet,0.714,3101,1
tomfuj,0.928,1576,1
tomi85,0.947,512,1
tomiya,0.947,637,1
tommydeth,0.942,1262,1
tommyphan4848,0.921,1934,1
tomoki0,0.946,799,1
tomoki225255,0.944,1014,1
tomokihirose,0.939,1345,1
tomsprezvergara,0.875,2430,1
tomsun1sun,0.947,487,1
tomtomfrom2023,0.925,1820,1
tongcj,0.899,2272,1
tonghaolin,0.948,238,1
tongtony,0.886,2380,1
toni0710,0.948,151,1
toniblanco,0.711,3109,1
tonylica,0.957,7,1
toro0220,0.787,2861,1
toruiai,0.8,2810,1
toseihatori,0.903,2232,1
toshihikaji,0.77,2930,1
toshikawa80,0.947,405,1
totallyapoorv,0.908,2152,1
totosasa,0.917,2024,1
tourist666,0.944,979,1
trainhard,0.885,2383,1
traleeui,0.943,1121,1
trasibulo,0.854,2542,1
treeii,0.928,1626,1
trisanudas,0.872,2449,1
trizyx,0.879,2410,1
trnhinh,0.907,2176,1
trnhip,0.852,2550,1
trnhquangminh140,0.5,3412,1
tropicalbanana,0.928,1587,1
troyxx,0.948,352,1
troyxxf,0.948,382,1
truthminer,0.948,230,1
tsaitang00124,0.892,2328,1
tsebaka,0.948,244,1
tshi2000,0.886,2380,1
tsubasatech,0.948,271,1
tsum99,0.773,2912,1
tsunotsuno,0.871,2454,1
tsurayao,0.5,3469,1
tsyrenovmergen,0.927,1717,1
ttahara,0.914,2054,1
ttgrcgrc,0.947,477,1
ttkuma,0.946,856,1
tttlll030713,0.948,211,1
ttttxy,0.949,122,1
ttyn4519,0.946,765,1
tuannm3812,0.488,3581,1
tuannm3823,0.914,2056,1
tuanpham265,0.811,2769,1
tuckerarrants,0.942,1248,1
tudouking,0.887,2376,1
tukotanzwoo,0.919,1994,1
tumbledsea,0.947,494,1
turabiyldrm,0.929,1518,1
turnerdev,0.943,1076,1
tuwei99,0.928,1584,1
tyamujin,0.947,399,1
tylerconover,0.946,857,1
tyliii,0.948,304,1
tyokousagi,0.928,1615,1
tystana,0.905,2204,1
tyulpan,0.949,95,1
tzoyao,0.75,3005,1
ubang1225,0.719,3089,1
ubiquity123,0.949,120,1
ucheozoemena,0.765,2952,1
udaken10,0.943,1190,1
udamliyanage,0.908,2157,1
udaybhatia,0.93,1471,1
udaysonawane,0.948,270,1
uedachan,0.944,962,1
ueight8,0.944,1031,1
ueonofei,0.946,695,1
uesugierii,0.913,2063,1
ughonma,0.924,1839,1
uicluyuhan,0.949,99,1
ukinsamakaggle,0.857,2526,1
ulasdesouza,0.925,1794,1
ulinnuhaabduh12345,0.89,2357,1
ultimatumgame,0.947,677,1
ulyanovantonamaranta,0.946,760,1
umerhaddii,0.944,956,1
umersajid11,0.687,3152,1
unbuilttundra,0.925,1801,1
unclenui,0.867,2474,1
unhappy1030,0.946,772,1
unorzer,0.795,2826,1
unrandom123,0.5,3438,1
unsanasyta,0.737,3046,1
unsseo,0.809,2780,1
uom190471c,0.947,580,1
uom200440c,0.948,196,1
up202108827,0.926,1769,1
uphobart,0.944,1025,1
uplus26e7,0.911,2099,1
uromihailovi,0.944,1001,1
usaidmulla,0.807,2785,1
userjoe,0.929,1547,1
username78713,0.928,1587,1
ushneshadaripa9701,0.799,2812,1
usr4heap,0.943,1125,1
ustcalexandertom,0.947,444,1
utaazu,0.948,311,1
utm529fg,0.921,1930,1
utsavgautam11,0.5,3541,1
uzomaabaribe,0.863,2495,1
v3rteego,0.9,2266,1
vaanisharma1,0.89,2358,1
vaibhav9849,0.947,433,1
vaibhavchourasia2611,0.825,2677,1
vaibhavsharma3012,0.923,1885,1
vaibhavsitaraman,0.57,3288,1
vaishakhvipin,0.872,2449,1
vaishnavidesai345,0.862,2502,1
valentinklamka,0.939,1341,1
valentinonguyen,0.594,3266,1
vamshikrishnaemmadi,0.5,3531,1
vandittyagi0909,0.946,730,1
vankaneda,0.947,542,1
varunraskar,0.795,2829,1
vasanthharish,0.655,3193,1
vasundharadixit1826,0.715,3098,1
vatslaadhikari,0.5,3461,1
vbs2004,0.499,3556,1
vecihegrler,0.933,1422,1
vecmax,0.947,562,1
vedantkathawate,0.575,3284,1
vedashreerbhandigare,0.762,2964,1
veeramanib123,0.471,3592,1
veeramanikandan1,0.523,3324,1
vencerlanz09,0.92,1977,1
veniaminnelin,0.949,108,1
venkatkumar001,0.949,123,1
verobolzonella,0.944,1000,1
veronicaw7,0.947,431,1
vervit,0.583,3277,1
veshkinartem,0.892,2333,1
vesten006,0.944,1053,1
vexatious,0.902,2241,1
vfomenko,0.816,2740,1
vhs100,0.913,2060,1
vi2018,0.914,2055,1
vibhatsu,0.929,1512,1
vibuthisen,0.856,2533,1
vickym2005,0.5,3491,1
victoralen,0.923,1872,1
victorfernandezalbor,0.947,411,1
vidhathdbhandary,0.822,2722,1
vidthuma,0.93,1461,1
vighneshpawaskar,0.859,2516,1
vigneshnehru,0.93,1475,1
vijay9666019317,0.93,1462,1
vijaykrishnalanka,0.922,1927,1
viji1609,0.926,1723,1
vikram26s,0.5,3508,1
viktoriiahranadzer,0.942,1264,1
vimalanandhans,0.945,908,1
vinadsa,0.915,2040,1
vincentmicaelli,0.928,1634,1
vincentwenhan,0.757,2988,1
vincentyuhengzhu,0.947,654,1
vincenzoverma,0.887,2377,1
vineethrsjsu,0.945,908,1
vineetkreddy,0.946,787,1
vinprofessionalapps,0.949,53,1
virginialakewood,0.947,444,1
vishnuvardhan33,0.927,1672,1
vitorhugobarbedo,0.928,1578,1
vivekgaur9972,0.815,2742,1
vivekkumar5148,0.5,3509,1
vladimirmironovvfx,0.927,1703,1
vladimirsydor,0.946,800,1
vladislavfomberg,0.923,1875,1
vladislavv4114,0.897,2297,1
vladmazeev,0.501,3382,1
vladyslav0,0.851,2552,1
vladyslavsydorak,0.824,2712,1
vlasveles,0.916,2038,1
vlaveris,0.755,2989,1
vmpastro,0.501,3388,1
vmuzhichenko,0.664,3179,1
vogias,0.627,3228,1
voidobsidiancodes,0.908,2152,1
vokhacminhdai,0.787,2864,1
voldavid,0.841,2606,1
vpermillion,0.946,828,1
vrsky11,0.944,995,1
vudattran,0.749,3010,1
vyankteshdwivedi,0.948,263,1
w007425y,0.927,1658,1
w741169289,0.839,2618,1
wadakoki,0.902,2239,1
waechter,0.924,1835,1
wakabourne,0.932,1433,1
walkerwulbern,0.876,2425,1
wamiottowang,0.95,45,1
wangborong,0.544,3310,1
wangdongyang,0.947,663,1
wangjinwei0,0.941,1280,1
wangmingye0829,0.897,2299,1
wangshiyi89,0.952,23,1
wangxuc,0.941,1282,1
wangyi01,0.943,1182,1
wangzn0410,0.923,1882,1
wasabi777,0.926,1732,1
wasbornlazy,0.928,1577,1
watanukiforkaggle,0.931,1446,1
wataru420,0.79,2841,1
waterjoe,0.805,2793,1
waterxiao,0.942,1256,1
wbfranci,0.947,451,1
wcqyfly,0.948,195,1
wdyy20041223,0.719,3088,1
web3cainiao,0.947,504,1
weekkken,0.949,121,1
wehuai123789,0.933,1418,1
weijiawang2003,0.881,2404,1
weijiemiao,0.948,161,1
weilinxiao1,0.948,304,1
weiqihuang12,0.893,2325,1
weishanshan033,0.946,838,1
weishida,0.947,508,1
weiyangeliu,0.944,1048,1
welshonionman,0.868,2468,1
wenboyang0401,0.925,1796,1
wenjinanduo,0.922,1898,1
wenjiuhuafu,0.947,449,1
wentaowangbot,0.944,993,1
wenxin0212,0.948,296,1
wenxinlu0301,0.504,3371,1
wenyuwu1749,0.514,3351,1
wenzixuan1,0.948,304,1
westfoxwestlake,0.876,2424,1
wexhicy,0.796,2825,1
wezteoh,0.943,1157,1
wguesdon,0.947,551,1
whitelily,0.851,2554,1
whq0q7,0.928,1636,1
whs66666666666,0.949,113,1
whymelabs,0.948,340,1
willhirsch,0.926,1724,1
william178,0.948,278,1
williamalabi,0.931,1443,1
williammack,0.846,2573,1
williamperciful,0.833,2647,1
willrice,0.943,1179,1
winbeaux,0.947,496,1
windbyluck,0.928,1561,1
windflow,0.849,2561,1
winstonchen0,0.787,2864,1
winstonton,0.948,298,1
winstonzzw,0.747,3024,1
wittzy,0.944,980,1
wkcwkc,0.949,106,1
wkingedewd,0.948,222,1
wliilamsam,0.949,98,1
wolframkxs,0.908,2158,1
wonder777,0.725,3068,1
wongtatchun,0.912,2094,1
woni225,0.947,404,1
woohyukchrischoi,0.946,781,1
wowcheek,0.897,2300,1
wowfattie,0.83,2657,1
wpxwpx,0.928,1598,1
wrsarch,0.909,2135,1
wslllll,0.929,1505,1
wufengkeduo,0.944,968,1
wujianming,0.921,1943,1
wukeneth,0.944,978,1
wulixuejia12,0.917,2011,1
wuwenmin,0.946,756,1
wwwuhy,0.944,996,1
wwzhhzww,0.947,549,1
wytyken,0.5,3453,1
wyzandrew,0.948,231,1
wzyfromhust,0.778,2890,1
xai090,0.947,607,1
xander3,0.948,208,1
xaocreal,0.926,1756,1
xaviertce,0.908,2170,1
xblade,0.864,2489,1
xcape74,0.947,605,1
xdxfory,0.948,226,1
xfhdh1,0.498,3560,1
xhhyyy,0.923,1870,1
xhxyyds,0.944,959,1
xia464,0.906,2198,1
xiangshuwei,0.914,2051,1
xiangyanhao,0.941,1293,1
xianyu3,0.789,2846,1
xiaoazuzong,0.947,579,1
xiaojiuxia,0.699,3127,1
xiaokangwang,0.929,1521,1
xiaoleilian,0.858,2519,1
xiaolin820820111111,0.948,226,1
xiaolong745,0.949,137,1
xiaomaguo,0.947,492,1
xiaoqianfeng,0.946,803,1
xiaosong7,0.928,1572,1
xiaotaowu1984,0.528,3318,1
xiaoxuli1,0.947,503,1
xiaoxusea,0.943,1088,1
xieeyuyu,0.941,1308,1
xiiiiiin,0.943,1168,1
xin1006,0.947,507,1
xindaxinda,0.926,1746,1
xinghe13,0.949,137,1
xingyurenalex,0.947,612,1
xinlezhu,0.516,3345,1
xinpengbei,0.93,1478,1
xixuer,0.765,2955,1
xiyuetong,0.945,927,1
xjj1234,0.946,835,1
xjoannax88,0.522,3327,1
xmanguo,0.927,1666,1
xpecialx,0.927,1713,1
xperfume,0.89,2360,1
xsmaxpc,0.95,40,1
xsponenta,0.722,3078,1
xstargate,0.948,210,1
xuanhaohuang,0.947,546,1
xuanhengchen,0.925,1813,1
xuanhuili,0.503,3373,1
xueyueicu,0.767,2938,1
xukongji,0.925,1787,1
xuwenhao555,0.901,2248,1
xxxx333,0.938,1354,1
xxxxxx6x,0.941,1285,1
xylonnnnnn,0.869,2464,1
xyxethan,0.928,1591,1
xyzdivergence,0.944,986,1
y4matt,0.941,1285,1
yahalom,0.941,1276,1
yahiazakaria20,0.624,3232,1
yakisue,0.878,2416,1
yamada,0.768,2933,1
yamadan96,0.919,1991,1
yamamorisanpo,0.697,3132,1
yamaoshoki,0.946,743,1
yamatosato,0.928,1622,1
yamy893,0.926,1728,1
yananaaaaa,0.766,2947,1
yandeng365,0.929,1548,1
yanegomi,0.927,1651,1
yaneshumliu,0.5,3474,1
yanggongchi,0.947,585,1
yangjiahua,0.946,862,1
yangq369,0.688,3148,1
yangyanzhan,0.685,3157,1
yangyefd,0.921,1935,1
yangyuchen2233,0.777,2896,1
yanhao0102,0.949,48,1
yanisbelami,0.942,1205,1
yanjinwei,0.941,1303,1
yanjixiang,0.947,493,1
yankuic,0.815,2749,1
yanmingowendong,0.917,2016,1
yannan90,0.962,1,1
yannictalavera,0.946,698,1
yannzhenxuan,0.943,1196,1
yanshengz,0.947,507,1
yanyansilin,0.948,296,1
yanzhou06,0.945,914,1
yaojixing,0.84,2615,1
yaokaixinya123,0.928,1606,1
yarkhom,0.93,1481,1
yaroslavkholmirzayev,0.947,645,1
yaroslavshustrov,0.929,1491,1
yash02102,0.945,935,1
yash2072005,0.941,1289,1
yash9439,0.951,34,1
yashanathaniel,0.939,1344,1
yashjakhar99,0.831,2653,1
yashm917,0.946,824,1
yashvithmoolya,0.642,3216,1
yashwanthd19,0.5,3497,1
yassinealouini,0.942,1244,1
yassinebenzekri,0.942,1212,1
yassineelhallaoui,0.911,2106,1
yassirramadhan,0.922,1925,1
yasuikeda,0.944,950,1
yasunorim,0.926,1726,1
yaswanthippili,0.534,3315,1
yedidyakahire,0.942,1217,1
yeee6280,0.947,582,1
yehanhebe,0.832,2651,1
yelarysyertaiuly,0.946,725,1
yemaoye,0.948,232,1
yemperor,0.931,1437,1
yerassylkenes,0.873,2437,1
yermes,0.944,983,1
yerne39,0.925,1805,1
yesayarudolf,0.901,2252,1
yeukyingzhang,0.933,1414,1
yewenzang,0.949,60,1
yhnnn11,0.947,624,1
yicheng104703,0.839,2616,1
yichengs,0.944,1010,1
yichi02,0.944,972,1
yifanzhanggeorge,0.94,1316,1
yigecaiji,0.81,2774,1
yihan15,0.913,2062,1
yiheng,0.957,7,1
yijiey,0.94,1333,1
yijue1,0.943,1106,1
yiliu6116,0.944,1030,1
yilong1123344,0.948,249,1
yimenghe,0.925,1791,1
yimin0130oo,0.948,212,1
yimote,0.946,861,1
yingmingpu,0.917,2015,1
yingtaosun,0.92,1972,1
yinjiahao123,0.5,3525,1
yinpinggao,0.947,650,1
yinuowangwyn,0.946,715,1
yinxiaogang,0.927,1676,1
yinxiaolin,0.947,502,1
yiqibyte,0.923,1894,1
yishansong,0.52,3333,1
yisherxia,0.931,1449,1
yitiaoxiaoyuer,0.921,1932,1
yixindun,0.943,1181,1
yiyu0716,0.948,272,1
ykhnkf,0.948,207,1
yktori,0.944,992,1
ymatioun,0.777,2897,1
ymgpalaqs,0.883,2394,1
ymuroya47,0.944,1011,1
yochino,0.927,1713,1
yokoinaba,0.934,1401,1
yokoneo,0.943,1143,1
yonasatinafu,0.908,2160,1
yongxinkwan,0.949,68,1
yoodw1008,0.948,366,1
yoonseojin0001,0.565,3290,1
yoshi187jhoshua,0.809,2777,1
yoshidasei,0.942,1206,1
yoshikimatsuoka,0.813,2757,1
yoshikinishita,0.947,566,1
yosshi999,0.947,578,1
yossysds,0.926,1728,1
you122,0.758,2984,1
youichwada,0.943,1132,1
youlixia,0.944,993,1
youngevan2025,0.929,1503,1
youngninahan,0.924,1823,1
yourslewis,0.946,686,1
yousefelshahat2,0.825,2691,1
yousefelsonbaty,0.679,3165,1
youssefabdalhaby,0.927,1678,1
youssefmo942009,0.948,180,1
youssefouertani,0.936,1365,1
yousukenakamura,0.899,2279,1
youtauenishi,0.944,1065,1
yraz123,0.926,1769,1
yrmoore,0.825,2698,1
ysd1110,0.946,888,1
yshzbh,0.799,2814,1
ysm0819,0.917,2020,1
ysqdababa,0.92,1980,1
ystsuji,0.908,2150,1
yt0914,0.93,1473,1
ytian820,0.874,2435,1
yuanyuan98,0.927,1667,1
yuanzhezhou,0.948,389,1
yuchonghuustc,0.947,444,1
yuexiazao,0.9,2264,1
yufotest,0.894,2320,1
yugoawawa,0.772,2919,1
yuhaman,0.946,771,1
yuhaoguo77,0.633,3221,1
yuhaomice,0.89,2353,1
yuheienguchi,0.735,3049,1
yuhope1111,0.947,444,1
yuhualo,0.946,767,1
yuichiiwanami,0.925,1785,1
yuitomurano,0.947,419,1
yukaika,0.888,2372,1
yukanglimofficial,0.947,454,1
yukenai,0.948,387,1
yuki1037,0.909,2139,1
yuki11ii,0.947,483,1
yuki16,0.948,358,1
yukiarl,0.948,174,1
yukikanek0,0.879,2409,1
yukiobara,0.942,1239,1
yukioseki,0.947,523,1
yukiwat,0.947,658,1
yulieh,0.944,987,1
yuminosukesato,0.822,2719,1
yummypi,0.796,2822,1
yunusgle,0.754,2994,1
yunying123,0.747,3024,1
yuriiz,0.948,353,1
yuriplot,0.788,2859,1
yuriygreben,0.949,125,1
yushuosun,0.923,1889,1
yusufbadar,0.946,839,1
yusufmurtaza01,0.948,312,1
yusufsertkayaysk,0.825,2689,1
yutakaji,0.944,1056,1
yutake,0.947,599,1
yutaoniu,0.501,3386,1
yutaroito,0.941,1288,1
yutatomimasu,0.942,1253,1
yuto0712,0.947,543,1
yuto2846,0.835,2640,1
yutoab,0.942,1239,1
yutodennou,0.947,597,1
yutongsun12138,0.949,48,1
yutongzhang20080108,0.888,2368,1
yutongzhengpro,0.946,875,1
yuuki14202028,0.914,2052,1
yuuri1223,0.646,3210,1
yuuuki1111,0.863,2494,1
yuuuuuuuuchu,0.935,1391,1
yuxiang328,0.948,273,1
yuxuancai1166,0.947,594,1
yuyagi,0.94,1314,1
yuyajk,0.946,823,1
yuyuta,0.884,2388,1
yuyuvae,0.872,2442,1
yvesvanhaaren,0.825,2678,1
yxskaggleaccount,0.949,99,1
yyleaves,0.946,895,1
yym666666666666666,0.946,893,1
yyysss1,0.949,100,1
yzyhello,0.948,145,1
yzyuan142857,0.946,780,1
yzzzh7,0.949,120,1
zabihi,0.838,2628,1
zabojeb,0.906,2192,1
zaferliu,0.945,933,1
zaharascray,0.933,1418,1
zaidtannouri,0.877,2422,1
zain2006,0.898,2291,1
zaiwubian,0.95,37,1
zakihiro,0.948,256,1
zaklinanikolic,0.697,3131,1
zangar09417,0.6,3262,1
zaouiyassine,0.763,2959,1
zard599,0.61,3247,1
zarungeorge,0.768,2931,1
zchengwei,0.928,1556,1
zebrag,0.943,1199,1
zejunfool,0.957,6,1
zeningpiao,0.895,2310,1
zenosga,0.946,777,1
zephyrionzx,0.947,492,1
zera12,0.775,2903,1
zerandr,0.897,2300,1
zeromatri4x,0.946,837,1
zeyadmohamadezzat,0.948,309,1
zeyucheng,0.862,2497,1
zhananran,0.762,2969,1
zhangc9907,0.928,1600,1
zhangchenlei,0.918,1999,1
zhangjiyuezz,0.944,1054,1
zhangshuosc,0.953,21,1
zhangyuping,0.927,1681,1
zhaodejii,0.5,3391,1
zhaonoah,0.946,820,1
zhaorongdai,0.947,423,1
zhaowenbo123456,0.944,1060,1
zhaoyanqi,0.948,242,1
zharuton,0.485,3583,1
zheleznyakov,0.835,2643,1
zhengkangmei,0.934,1408,1
zhenglei001,0.932,1424,1
zhengliwen,0.919,1984,1
zhenhaoliu1129,0.947,641,1
zhenhuier,0.949,94,1
zhenweiwang12321,0.922,1905,1
zheyanlin,0.93,1470,1
zhiyue666,0.921,1952,1
zhkys65,0.94,1318,1
zhoukundi,0.657,3189,1
zhuderen,0.928,1589,1
zhumengdengfeng,0.944,1006,1
zhuoqunl,0.941,1287,1
zhuqikai,0.91,2125,1
zhuruiyi,0.931,1441,1
zhuyifanss,0.953,19,1
zhytdt,0.923,1870,1
ziadhassan111,0.5,3479,1
zianliman,0.916,2035,1
zigiella,0.663,3183,1
zihengedie,0.946,813,1
zihuiyan,0.59,3272,1
zilongwang000212,0.865,2485,1
zimingli137,0.929,1540,1
zimuyang,0.87,2459,1
zineddinemohammedi,0.783,2872,1
zinutag,0.941,1300,1
zirach,0.926,1748,1
zirouhe,0.949,98,1
ziruizong,0.5,3550,1
zitongjia,0.947,434,1
zixuanlinshane,0.946,780,1
zjkeepromise,0.931,1452,1
zjm271441,0.826,2676,1
zjwxdu,0.912,2097,1
zjybnbu,0.949,60,1
zloenightver,0.928,1563,1
zmcxjt,0.653,3199,1
zokost,0.924,1851,1
zoli800,0.946,809,1
zone0906,0.94,1314,1
zono611,0.877,2418,1
zorojuro358,0.945,934,1
zosamu,0.948,291,1
zrzr00,0.822,2724,1
zshashz,0.925,1779,1
zuhairsan,0.89,2359,1
zuoliao11,0.633,3222,1
zwxiang123,0.885,2385,1
zxcvbn369z,0.943,1079,1
zxw132,0.945,933,1
zxyswds,0.919,1981,1
zy1343930734,0.923,1874,1
zyczyc,0.95,39,1
zz1zzi,0.885,2386,1
zzhhhh13,0.5,3396,1
zzoeyyyyy,0.949,60,1
zzzxinyuu,0.948,238,1
